argument_id|topic|unitType|content
10059| Nuclear energy|premise|Spent fuel pools are often unprotected, outside of a nuclear facilities walls.
10060| Nuclear energy|conclusion|Nuclear power plants are vulnerable to terrorist attacks.
10060| Nuclear energy|premise|Not only that nuclear power plants are preferred targets, but also they are not designed to withstand a terrorist attack.
10061| Nuclear energy|conclusion|Nuclear energy should not be banned on mere risk of weapons-use.
10061| Nuclear energy|premise|"""Nuclear fuel can be diverted to make nuclear weapons."
10062| Nuclear energy|conclusion|New nuclear reprocessing systems reduce risks of weapons-use.
10062| Nuclear energy|premise|Reprocessing systems can be designed to make it more difficult to re-direct nuclear fuel into weapons-grade nuclear materials.
10063| Nuclear energy|conclusion|Diplomacy and force should be used to counter proliferation risks of nuclear energy.
10063| Nuclear energy|premise|It is the job of leaders and diplomats to reduce the risk of the nefarious use of any technology.
10064| Nuclear energy|conclusion|Nuclear energy can reduce materials available for weapons-use.
10064| Nuclear energy|premise|The Megatons-to-Megawatts program destroyed weapons material by using it to create electricity in power stations across the US.
10065| Nuclear energy|conclusion|Nuclear energy risks being diverted to nuclear weapons development.
10065| Nuclear energy|premise|"""Sensitive nuclear technology such as uranium enrichment and spent nuclear fuel reprocessing are ostensibly employed to create fuel in power reactors, they may be easily adjusted or redirected to produce weapons-grade fissile material."
10066| Nuclear energy|conclusion|The benefits of nuclear energy are outweighed by weapons-use risks.
10066| Nuclear energy|premise|"""Moore turns to the question of whether nuclear power can be diverted to make nuclear weapons, and to his credit calls it 'the most serious issue associated with nuclear energy."
10067| Nuclear energy|conclusion|Populations surrounding nuclear power plants approve of them.
10067| Nuclear energy|premise|"""Eighty percent of the people living within 10 miles of these plants approve of them (that's not including the nuclear workers)."
10068| Nuclear energy|conclusion|Fears over nuclear energy are irrational.
10068| Nuclear energy|premise|"James Lovelock, doyen of green scientists and known for his Gaia hypothesis, declared nuclear power was the only green solution: ""Opposition to nuclear energy is based on irrational fear fed by Hollywood-style fiction, the green lobbies and the media."
10069| Nuclear energy|conclusion|Fear toward nuclear energy is fed by misinformation.
10069| Nuclear energy|premise|"""Unfortunately, the voting public has been victimized by forty years of misinformation regarding the safety of nuclear power."
10070| Nuclear energy|conclusion|Ill-informed public opinion the main obstacle for nuclear energy.
10070| Nuclear energy|premise|The majority of the public consider nuclear power plants to be unsafe.
10071| Nuclear energy|conclusion|Nuclear energy pros outweigh cons.
10071| Nuclear energy|premise|"""Here's the reality: The U."
10072| Nuclear energy|conclusion|General statements of support for nuclear energy.
10072| Nuclear energy|premise|Famous economist Jeffrey Sachs, distinguished professor of sustainability from Columbia University, has endorsed nuclear energy as the pivotal clean technology.
10073| Nuclear energy|conclusion|Nuclear energy has a limited supply and is far inferior to solar power.
10073| Nuclear energy|premise|Solar power is more renewable and cleaner.
10077| Nude beaches|conclusion|Nude tanning enhances exposure to sun and vitamin D production.
10077| Nude beaches|premise|Exposure to the sun allows the body to produce vitamin D, which helps to boost the body's immune system, thus helping to prevent influenza, as well as other diseases such as cardiovascular disease, cancer as well as various mental diseases.
10078| Nude beaches|conclusion|Sun tanning can negatively affect human health.
10078| Nude beaches|premise|It is widely believed that excessive exposure to ultraviolet rays has detrimental health effects, including possible burn and even skin cancer.
10079| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama has not changed positions on meeting hostile leaders.
10079| Obama, meeting with hostile foreign leaders without preconditions|premise|Obama has not changed positions on meeting hostile leaders without preconditions, as has been claimed by his opponents.
10080| Obama, meeting with hostile foreign leaders without preconditions|conclusion|McCain has no case against meeting hostile leaders.
10080| Obama, meeting with hostile foreign leaders without preconditions|premise|"John McCain and the Republican's position against Obama's position on meeting with foreign leaders relies almost entirely on the shallow premise that Obama has ""changed positions""."
10081| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama's conditionless meetings would involve diplomatic preparations.
10081| Obama, meeting with hostile foreign leaders without preconditions|premise|"""The preparation for talks would involve starting with low level, lower-level diplomatic contacts, having our diplomatic core work through with Iranian counterparts -- an agenda."
10082| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama is only willing to meet rogue leaders when it's in US interests.
10082| Obama, meeting with hostile foreign leaders without preconditions|premise|"Meeting without ""preconditions"" does not mean meeting with rogue leaders without any specific purpose in mind that relates to US and global interests."
10083| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama would meet Amadinejad, but he may fall out of power.
10083| Obama, meeting with hostile foreign leaders without preconditions|premise|"Barack Obama said in May 2008, ""There's no reason why we would necessarily meet with Ahmadinejad before we know that he was actually in power."
10085| Obama, meeting with hostile foreign leaders without preconditions|conclusion|US has a history of meeting rogue leaders without preconditions.
10085| Obama, meeting with hostile foreign leaders without preconditions|premise|President Dwight D.
10086| Obama, meeting with hostile foreign leaders without preconditions|conclusion|US should never negotiate out of fear but never fear to negotiate.
10086| Obama, meeting with hostile foreign leaders without preconditions|premise|John F.
10087| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Talking to hostile leaders takes the higher moral ground.
10087| Obama, meeting with hostile foreign leaders without preconditions|premise|The greatest philosophers in history have all espoused the importance of compassion, empathy, humility, and open-mindedness to one's enemies.
10088| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Ideologically stubborn to meet only after preconditions met.
10088| Obama, meeting with hostile foreign leaders without preconditions|premise|"""The point is that I would not refuse to meet until they agree to every position that we want, but that doesn't mean that we would not have preparation."
10089| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Talking to your enemies is not a concession.
10089| Obama, meeting with hostile foreign leaders without preconditions|premise|Obama, D-Ill.
10090| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Iran sponsors terrorists.
10090| Obama, meeting with hostile foreign leaders without preconditions|premise|State Department’s Recently Released Annual Terrorism Report Says That Iran Is The World’s “Most Active” State Sponsor Of Terrorism.
10091| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Iranian leaders are evil.
10091| Obama, meeting with hostile foreign leaders without preconditions|premise|"John McCain said May 28, 2008, ""Senator Obama has said, as you know, that he wants to sit down without any preconditions with the president of Iran, Ahmadinejad."
10092| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Iraq Study Group says meet Iran/Syria without conditions.
10092| Obama, meeting with hostile foreign leaders without preconditions|premise|"""Dealing with Iran and Syria is controversial."
10093| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Not talking to enemies fails to change their behavior.
10093| Obama, meeting with hostile foreign leaders without preconditions|premise|"Obama said in May 2008 that John McCain has a ""naive and irresponsible belief that tough talk from Washington will somehow cause Iran to give up its nuclear program and support of terrorism."
10094| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Hostile diplomacy creates a self-fulfilling prophecy of hostility.
10094| Obama, meeting with hostile foreign leaders without preconditions|premise|Antagonizing diplomacy has, under the Bush administration, arguably worsened the United States' position by creating a self-perpetuating prophecy, in which hostile diplomacy causes foreign nations to feel obliged to protect themselves via seemingly more hostile actions.
10095| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Not meeting hostile leaders is a failed Bush policy.
10095| Obama, meeting with hostile foreign leaders without preconditions|premise|The Bush administration has long said that it is unwilling to talk to hostile leaders in nations such as Syria, Iran, North Korea, Palestine (Hamas), Cuba, Venezuela, and elsewhere until they meet certain conditions.
10096| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama's position on meeting hostile leaders is naive.
10096| Obama, meeting with hostile foreign leaders without preconditions|premise|"Hilary Clinton referred to Obama as ""irresponsible and, frankly, naive"", referring to his willingness to meet with leaders of hostile nations without preconditions."
10097| Obama, meeting with hostile foreign leaders without preconditions|conclusion|"""Preconditions"" for talking are often what need to be talked about."
10097| Obama, meeting with hostile foreign leaders without preconditions|premise|"Barack Obama said in May, 2008, ""Preconditions, as it applies to a country like Iran, for example, was a term of art because this administration has been very clear that it will not have direct negotiations with Iran until Iran has met preconditions that are, essentially, what Iran views and many other observers would view as the subject of the negotiations."
10098| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Speaking with rogue leaders shows US is not impeding progress.
10098| Obama, meeting with hostile foreign leaders without preconditions|premise|"Barack Obama said in May, 2008, ""when you meet with rogue leaders without preconditions you have sent a message to the world that we are not the impediment of making progress, that they're the ones who are holding up progress"" which allows us then to strengthen our alliances to impose the kinds of tough sanctions that may be necessary to change their behavior."
10099| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Speaking with rogue leaders builds alliances for action.
10099| Obama, meeting with hostile foreign leaders without preconditions|premise|"Barack Obama said in May, 2008, ""when you meet with rogue leaders without preconditions you have sent a message to the world that we are not the impediment of making progress, that they're the ones who are holding up progress, which allows us then to strengthen our alliances to impose the kinds of tough sanctions that may be necessary to change their behavior."
10100| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Talking with all Muslim leaders shows Muslims US is listening.
10100| Obama, meeting with hostile foreign leaders without preconditions|premise|A significant portion of the Muslim world believes that the United States and the West does not care to listen to Muslims or even that they are engaging in religious war against the Islamic world.
10101| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Meeting hostile leaders is means to aggressive diplomacy.
10101| Obama, meeting with hostile foreign leaders without preconditions|premise|"An interview on Fox News in May, 2008 - ""MS."
10103| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Obama open talks offer rogue leaders propaganda opportunities.
10103| Obama, meeting with hostile foreign leaders without preconditions|premise|"Michigan Republican Congressman Pete Hoekstra, responding to the notion of these requests, predicted, ""That would be an untenable position for the President of the United States to be put in."
10104| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Talking to regimes does not legitimize them.
10104| Obama, meeting with hostile foreign leaders without preconditions|premise|Kenneth Schultz, an associate professor of political science at Stanford.
10105| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Unconditional meetings wrongly legitimize hostile leaders.
10105| Obama, meeting with hostile foreign leaders without preconditions|premise|"President Bush said, regarding Obama's stance on meeting with foreign leaders without preconditions, ""It will send the wrong message."
10106| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Majority of scholars support unconditionally meeting hostile leaders.
10106| Obama, meeting with hostile foreign leaders without preconditions|premise|"""among international relations scholars, there is far less controversy."
10107| Obama, meeting with hostile foreign leaders without preconditions|conclusion|Majority of Americans support talking to hostile leaders unconditionally.
10107| Obama, meeting with hostile foreign leaders without preconditions|premise|"""Large majorities of Democrats and independents, and even about half of Republicans, believe the president of the United States should meet with the leaders of countries that are considered enemies of the United States."
10111| Oil drilling in the Arctic National Wildlife Refuge|conclusion|Chairman of the House Resources Committee Richard Pombo.
10111| Oil drilling in the Arctic National Wildlife Refuge|premise|authored H.
10113| Oil drilling in the Arctic National Wildlife Refuge|conclusion|Alaska's Republican senators, Ted Stevens and Lisa Murkowski.
10113| Oil drilling in the Arctic National Wildlife Refuge|premise|"have ""led efforts"" to open the ANWR for drilling."
10114| Oil drilling in the Arctic National Wildlife Refuge|conclusion|Senator Pete Domenici  Chairman of the Senate Natural Resources Committee.
10114| Oil drilling in the Arctic National Wildlife Refuge|premise|He has said it is one of the four most important actions the United States needs to move on.
10121| Oil drilling in the Arctic National Wildlife Refuge|conclusion|The Arctic Slope Regional Corporation .
10121| Oil drilling in the Arctic National Wildlife Refuge|premise|which was formed as part of the Alaska Native Claims Settlement Act and owns 92,000 acres (370 km²) of subsurface mineral rights in ANWR, is in favor of drilling.
10123| Online debate and dialogue|conclusion|Online, written dialogue enables deep reflection and communication without time pressures.
10123| Online debate and dialogue|premise|It is important that people be able to take the time to reflect and clearly express themselves.
10125| Online debate and dialogue|conclusion|Face-to-face communication reduces miscommunication.
10125| Online debate and dialogue|premise|It allows for emotions to be more clearly expressed through tone and gesture.
10126| Online debate and dialogue|conclusion|examples of problematic online communication.
10126| Online debate and dialogue|premise|Online debate is easily abused.
10128| Open primaries|conclusion|Open primaries favor voter wishes over party establishment's.
10128| Open primaries|premise|"""Of all the political changes I’d like us to adopt – citizens’ initiatives and referendums, recall votes, a separation of powers, the end of Crown Prerogative, Lords reform, localism – open primaries are the most important."
10129| Open primaries|conclusion|Open primaries advance two most-favored candidates to general.
10129| Open primaries|premise|"""it would actually strengthen the democratic process by allowing the two most supported candidates to face one another, rather than just the top candidates from each party."
10130| Open primaries|conclusion|Open primaries produce competitive, substantive general elections.
10130| Open primaries|premise|"""by allowing the top two vote-getters to move forward, we would at least get a real debate in many districts and the chance that our governing bodies would be more open to bipartisan solutions."
10131| Open primaries|conclusion|Open primaries are similar to how local leaders are elected.
10131| Open primaries|premise|"""It's similar to the way we elect school boards, city councils and county boards of supervisors."
10132| Open primaries|conclusion|Open primaries foster nuance and choice within a party.
10132| Open primaries|premise|Political parties are not monoliths of political beliefs.
10133| Open primaries|conclusion|Open primaries allow nominations inconsistent with party member views.
10133| Open primaries|premise|"""Political parties are also communities of shared belief."
10134| Open primaries|conclusion|Open primaries reduce distinctive ideological choices.
10134| Open primaries|premise|"""A healthy democracy is one that presents voters at elections with real choices."
10135| Open primaries|conclusion|Open primaries push third parties out of general .
10135| Open primaries|premise|"""Voters who prefer their political menu seasoned with the spices provided by minor parties are pretty much out of luck."
10136| Open primaries|conclusion|Primaries can decide elections.
10136| Open primaries|premise|Primaries are critically important in elections, often determining the winner, particularly in areas that are dominated by one party or another.
10137| Open primaries|conclusion|Open primaries let independents/third-party-voters participate.
10137| Open primaries|premise|"Bob Stern, president of the Los Angeles-based Center for Governmental Studies: ""I want every vote to count, and right now there is very little incentive for registered independents to vote in primaries because they have to request a Democratic or Republican ballot."
10138| Open primaries|conclusion|Open primaries increase Independents' participation in general election.
10138| Open primaries|premise|The open primary could be seen as good for voter participation.
10139| Open primaries|conclusion|Independent voter base is growing, favoring open primaries.
10139| Open primaries|premise|"""40% of the American electorate now identify as independents."
10140| Open primaries|conclusion|Open primaries demand more from voters in assessing candidates.
10140| Open primaries|premise|"""Candidates must be evaluated on more than just their party identification in an open system, promoting greater voter involvement."
10141| Open primaries|conclusion|Open primaries undermine party affiliation and voter participation.
10141| Open primaries|premise|The open primary could also be viewed as bad for voter participation.
10142| Open primaries|conclusion|Open primaries disincentivize engagement by core party activists.
10142| Open primaries|premise|"""granting Liberal voters who have no record of activism on behalf of the Liberal Party preselection rights will discourage the loyal, hardworking members of the Liberal Party who keep it running between elections."
10143| Open primaries|conclusion|Open primaries lower turnout by eliminating clear choices.
10143| Open primaries|premise|"""here is good evidence that one of the reasons for things like falling electoral turnout in contemporary democracies is precisely that parties do not offer voters sufficient choice."
10145| Open primaries|conclusion|Open primaries lend cred to third-party candidates.
10145| Open primaries|premise|"""Opponents also say the top-two system will hurt minor parties."
10146| Open primaries|conclusion|Open primaries push third parties out of general elections.
10146| Open primaries|premise|"""Voters who prefer their political menu seasoned with the spices provided by minor parties are pretty much out of luck."
10147| Open primaries|conclusion|"If people want ""choice"" in a party, they should join it."
10147| Open primaries|premise|"""Interesting."
10148| Open primaries|conclusion|Open primaries favor moderate/pragmatic candidates.
10148| Open primaries|premise|"""Open primaries encourage candidates with a broad appeal, who favor pragmatic rather than partisan solutions."
10149| Open primaries|conclusion|Closed primaries have political extremes determine nominees.
10149| Open primaries|premise|"""Closed primaries have small voter turnouts and are dominated by party loyalists and ideologically driven constituencies."
10150| Open primaries|conclusion|Open primaries can spur new, moderate coalitions.
10150| Open primaries|premise|"""Open primaries encourage candidates with a broad appeal, who favor pragmatic rather than partisan solutions."
10151| Open primaries|conclusion|"Open primaries end ""us vs them"" partisanship voting."
10151| Open primaries|premise|"""The 'opening' of the system by allowing voters to cast their ballot independent of party affiliation is a crucial change."
10152| Open primaries|conclusion|Open primaries increase bipartisanship/productivity in govt.
10152| Open primaries|premise|Joe Kerr, president of the Orange County Professional Firefighters Association – one of the few unions to back Prop.
10153| Open primaries|conclusion|Open primaries produce moderate candidates that lack core beliefs.
10153| Open primaries|premise|"Jon Fleischman, publisher of the conservative FlashReport: ""It would have the effect of reducing the number of ideologues in the Legislature and bringing in more pure politicians who don't have a core set of beliefs."
10154| Open primaries|conclusion|Closed primaries check centrism in general election.
10154| Open primaries|premise|"""any competitive electoral system generates pressure on parties to move to the centre to maximize votes (or, in the case of the our present, dysfunctional electoral system, to move to the centre in a small number of swing constituencies)."
10155| Open primaries|conclusion|Open primaries will make politics more bland.
10155| Open primaries|premise|"""But, then, blandness is the point of this reform."
10156| Open primaries|conclusion|Primaries too important in democracy to be internal to parties.
10156| Open primaries|premise|While there is a right to association, this has to be balanced against the role that primaries play, fundamentally, in the electoral process and in democracy.
10157| Open primaries|conclusion|Open primaries preserve right of parties to endorse nominees.
10157| Open primaries|premise|"Open primaries ""would preserve parties' constitutional right to designate their own nominees."
10158| Open primaries|conclusion|Closed primaries can also violate free assoc.
10158| Open primaries|premise|While opponents of open primaries try to raise constitutional issues with Open Primaries, they fail to realize that this argument cuts both ways.
10159| Open primaries|conclusion|Open primaries violate right of free association.
10159| Open primaries|premise|Opponents of the open primary argue that the open primary is unconstitutional.
10160| Open primaries|conclusion|Primaries are internal matters for party to choose best candidate.
10160| Open primaries|premise|"""The arguments for open primaries tend to go for the “it allows more voters to participate” line."
10161| Open primaries|conclusion|General election are open.
10161| Open primaries|premise|The general election is where all of the electorate can vote for whomever they like.
10162| Open primaries|conclusion|Voter manipulation risk too small to outweigh open primary pros.
10162| Open primaries|premise|"""Many may argue that parties will manipulate the vote in an open system and it will be too confusing for voters."
10163| Open primaries|conclusion|Manipulative tactics in open primaries rarely materialize.
10163| Open primaries|premise|"""So-called tactical voting in open primaries, here and elsewhere, is a perennial possibility that mostly fizzles come Election Day, voting experts say."
10164| Open primaries|conclusion|Prospect of open primary manipulation incentivizes engaging voters.
10164| Open primaries|premise|"""In marginal constituencies, it is possible that opposition parties might make mischief by selecting a poor candidate for a party on whom they wish only defeat."
10165| Open primaries|conclusion|Open primaries allow tactical manipulation.
10165| Open primaries|premise|"""The open primary is also an invitation for one party to see to it that the weakest possible candidate of the other party wins to ensure that their real candidate has a better chance in the general election."
10166| Open primaries|conclusion|Open primaries abused to oust sitting politicians.
10166| Open primaries|premise|"""If open primaries were used to challenge a sitting member who wished to seek re-election, supporters of opposing parties would welcome the opportunity to cause disruption by voting for anyone but the sitting member."
10167| Open primaries|conclusion|Parties like closed primaries because extremes help fundraising.
10167| Open primaries|premise|"""Here's the real reason the major parties in California don't like open primaries: They will lose power if politics become more moderate in the Golden State."
10168| Open primaries|conclusion|Open primaries favor best candidate over party affiliation.
10168| Open primaries|premise|"""The open system also empowers voters to make more of a choice than simply picking their party’s best candidate, allowing for the voter to better evaluate the race overall."
10169| Open primaries|conclusion|Open primaries free candidates from party affiliations.
10169| Open primaries|premise|"In many open primaries, candidates have the option to affiliate with a party, but they are not required to have ""D"" or ""R"" next to their name on the ballot."
10170| Open primaries|conclusion|Open primaries favor new candidates over establishment.
10170| Open primaries|premise|"""Closed primaries favor candidates who are supported by the party establishment and make it nearly impossible for insurgents and new leaders to win elections."
10171| Open primaries|conclusion|Open primaries allow nominations inconsistent with party views.
10171| Open primaries|premise|"""widening the group of people who have preselection voting rights will undoubtedly result in less ideological candidates being preselected to represent the Liberal Party."
10172| Open primaries|conclusion|Open primaries diminish value of party influence.
10172| Open primaries|premise|"""the major reason the Liberal Party Federally reversed its position on the Emissions Trading Scheme was that Liberal Party members bombarded their MPs about their strong views on the scheme."
10173| Open primaries|conclusion|Open primary cost barrier diminishes prospects for outsider candidates.
10173| Open primaries|premise|"""And, as a report from the nonpartisan Center for Governmental Studies predicts, it is going to 'significantly' increase the cost of running for office in California, since candidates will have to make appeals to a wider swath of voters."
10174| Open primaries|conclusion|Open primaries would rarely lead to two nominees of same party.
10174| Open primaries|premise|"""In a heavily Democratic legislative district, it's possible that the runoff could pit two Democrats against each other -- one a liberal, the other more moderate."
10175| Open primaries|conclusion|Open primaries often results in two candidates from same party.
10175| Open primaries|premise|"""under the open primary system the top two vote winners in many districts will be from the same party."
10176| Open primaries|conclusion|Costs less important than appealing to all voters in open primaries.
10176| Open primaries|premise|"""Party leaders tend to love closed primaries."
10177| Open primaries|conclusion|Open primaries will increase cost barrier for candidates.
10177| Open primaries|premise|"""And, as a report from the nonpartisan Center for Governmental Studies predicts, it is going to 'significantly' increase the cost of running for office in California, since candidates will have to make appeals to a wider swath of voters."
10180| Outsourcing|conclusion|Outsourcing lowers the cost of goods and services.
10180| Outsourcing|premise|Not all goods and services which are consumed in a high-cost economy need to be produced in that economy.
10181| Outsourcing|conclusion|Offshoring is simply a way of unfairly exploiting cheap foreign labour.
10181| Outsourcing|premise|By shifting production to low-wage economies, companies are able to profit from paying substandard wages and sometimes offering appalling working conditions.
10182| Outsourcing|conclusion|Offshoring increases transparency between companies and countries.
10182| Outsourcing|premise|It does so through a more ruthless display of pricing competitiveness.
10183| Outsourcing|conclusion|Technology and other services would be more effectively done domestically.
10183| Outsourcing|premise|"Due to language barriers, among other boundaries, productivity has decrased in the ""help-desk"" industry."
10184| Outsourcing|conclusion|Outsourcing leads to a beneficial competition.
10184| Outsourcing|premise|Competition in the outsourcing market has intensified significantly.
10185| Outsourcing|conclusion|Offshoring leads to ruthless competition.
10185| Outsourcing|premise|Those who favour offshoring peddle an “efficiency myth” which ignores the human cost of some market forces.
10186| Outsourcing|conclusion|Offshoring helps development of underdeveloped countries.
10186| Outsourcing|premise|Offshoring relies on a basic industrial base and the necessary supporting infrastructure, including some sort of education system.
10188| Outsourcing|conclusion|Offshoring undermines liberal democratic values.
10188| Outsourcing|premise|Offshoring involves a focus on cost at the expense of all else.
10189| Outsourcing|conclusion|Many developed countries suffer increased unemployment as a result of offshoring.
10189| Outsourcing|premise|As a result of increased jobs because of offshoring in developing countries, various industries have now completely closed or on the verge of it due to vacancy rates.
10190| Outsourcing|conclusion|Globalisation makes cross-border interaction more rapid, cheap, and stable.
10190| Outsourcing|premise|This globalizing effect increases both economic and political ties in a manner that generally enhances cooperation among nations.
10191| Outsourcing|conclusion|The sad truth is that the economic systems of countries are not created equal.
10191| Outsourcing|premise|Modern, western industrialized nations built their economic strength on colonialism, colonial slavery, and colonial theft.
10192| Outsourcing|conclusion|The problem with criticisms of outsourcing is an implied double-standard.
10192| Outsourcing|premise|The success and dominance of American products, from MacDonalds to Hollywood cinema, are not necessarily heavily criticized as disruptions to local economies.
10193| Outsourcing|conclusion|Outsourcing may be a characteristic of a new stage in the global economy.
10193| Outsourcing|premise|Part of the critique of outsourcing is an imbalanced bias against the competitive nature of the global economy, a competitiveness that is not necessarily critiqued when it has direct advantage for American companies and products.
10194| Outsourcing|conclusion|Offshoring is a form of economic and cultural imperialism.
10194| Outsourcing|premise|Offshoring portrays underdeveloped countries as being cheap sources of support for the developed economies.
10206| Palestinian right of return|conclusion|The right of return is internationally recognized.
10206| Palestinian right of return|premise|"""Everyone has the right to leave any country, including his own, and to return to his country."
10207| Palestinian right of return|conclusion|Palestinians were forced to leave, have a right to return.
10207| Palestinian right of return|premise|"""Dispossession and Ethnic Cleansing were an Integral Part of Herzl's Colonial Project."
10208| Palestinian right of return|conclusion|Palestinians never citizens of Israel, no right to return.
10208| Palestinian right of return|premise|"According to Alexander Safian, Article 13 of the Universal Declaration of Human Rights guarantees a right to return ""to his own country""."
10209| Palestinian right of return|conclusion|More of a right to leave than right to return.
10209| Palestinian right of return|premise|"According to Alexander Safian, Article 13 of the Universal Declaration of Human Rights does not guarantee a right of return because the clause ""everyone has the right to leave any country, including his own, and to return to his country"" was meant to guarantee the right to leave."
10210| Palestinian right of return|conclusion|Jews expelled from Arab countries have no right of return.
10210| Palestinian right of return|premise|"Some critics of the Palestinian ""right of return"" also argue that it is not supported by international precedent, drawing attention to the 758,000-866,000 Jews were expelled, fled or emigrated from the Arab Middle East and North Africa between 1945 and 1956, with property losses of $1 billion."
10211| Palestinian right of return|conclusion|Palestinians maybe should be allowed to return, but have no right.
10211| Palestinian right of return|premise|Ruth Lapidoth from the Jerusalem Center for Public Affairs has argued that U.
10212| Palestinian right of return|conclusion|Right of return based on claim of unprovoked victimhood.
10212| Palestinian right of return|premise|"Efraim Karsh asserts that ""whatever the strengths and weaknesses of the Palestinians' legal case, their foremost argument for a 'right of return' has always rested on a claim of unprovoked victimhood."
10213| Palestinian right of return|conclusion|Denationalization of Palestinians illegal.
10213| Palestinian right of return|premise|Although the status of Palestinian nationals/citizens after the creation of the State of Israel has been much debated, established principles of state succession, human rights and humanitarian law confirm that the denationalization of Palestinians was illegal and that they retain the right to return to their places of origin.
10214| Palestinian right of return|conclusion|Israel has consistently dehumanized Palestinians and their rights.
10214| Palestinian right of return|premise|Raphael Eitan, Chief of Staff of the Israeli Defence Forces, New York Times, 14 April 1983.
10215| Palestinian right of return|conclusion|No formal international legal right of return for Palestinians.
10215| Palestinian right of return|premise|There is no formal mechanism in international law to demand repatriation of refugees and their descendants in general, or Palestinians specifically.
10216| Palestinian right of return|conclusion|Arab countries, not Israel, keep Palestinians in state of limbo.
10216| Palestinian right of return|premise|It is the failure of Arab states to incorporate Palestinians into their societies by offering legal status (with the exception of Jordan) which keeps the Palestinian refugees in their current limbo, not Israeli policy.
10217| Palestinian right of return|conclusion|Right of return is individual, not group, right .
10217| Palestinian right of return|premise|On March 15, 2000, a group of 100 prominent Palestinians from around the world expressed their opinion that the right of return is individual, rather than collective, and that it cannot therefore be reduced or forfeited by any representation on behalf of the Palestinians in any agreement or treaty.
10218| Palestinian right of return|conclusion|Right of return is individual right, not collective for Palestinians.
10218| Palestinian right of return|premise|"Stig Jagerskiold in 1966, in which he argues that the right of return was intended as an individual and not a collective right: ""."
10219| Palestinian right of return|conclusion|Unjust for Jews to be able to emigrate, but not Palestinians return.
10219| Palestinian right of return|premise|a massive injustice the fact that Jews are allowed to emigrate to Israel under Israel's Law of Return, even if their immediate ancestors have not lived in the area in recent years, while people who grew up in the area and whose immediate ancestors had lived there for many generations are forbidden from returning.
10220| Palestinian right of return|conclusion|Denying right of return is a prejudiced Zionist objective.
10220| Palestinian right of return|premise|"""Theodor Herzl, who presided the 1st ZC, had provided the ideological underpinnings of the Zionist movement in his pa pamphlet, Der Judenstaat, which was published in 1896."
10221| Palestinian right of return|conclusion|Right of return would make Jews minority in Israel.
10221| Palestinian right of return|premise|Some opponents argue that if all or a large majority of Palestinian refugees and their descendants were to implement a 'right of return', it would make Arabs the majority within Israel and Jews an ethnic minority.
10222| Palestinian right of return|conclusion|Right of return undermines idea of Israel as Jewish state.
10222| Palestinian right of return|premise|The majority of Israelis find a literal right of return for Palestinian refugees to be unacceptable, pointing out that allowing such an influx of Palestinians would eventually cause Israel's Jewish population to become a minority, thus undermining Israel's status as a Jewish state.
10223| Palestinian right of return|conclusion|Right of return would result in mass of unworkable legal claims.
10223| Palestinian right of return|premise|"A right of return would result in a flood of Palestinians stating their ""right of return"" as justification for entering Israel at any time and in unlimited numbers and laying claim to old homes."
10224| Palestinian right of return|conclusion|A right of return wrongly makes Israel responsible for refugees.
10224| Palestinian right of return|premise|"Former Israeli Prime Minister Ehud Olmert said in 2007: ""I will not agree to accept any kind of Israeli responsibility for the refugees."
10225| Palestinian right of return|conclusion|Unlimited right of return goes a step too far.
10225| Palestinian right of return|premise|There are many things that Israel can and has offered to Palestinian refugees: compensation, assistance in resettlement, and return for an extremely limited number of refugees based solely on family reunification or humanitarian considerations.
10226| Palestinian right of return|conclusion|Palestinians forced out, did not leave on own will.
10226| Palestinian right of return|premise|The traditional Israeli point of view arguing that Arab leaders encouraged Palestinian Arabs to flee has also been disputed Palestinians, who have presented evidence indicating Arab leaders' will for the Palestinian Arab population to stay put.
10227| Palestinian right of return|conclusion|Arabs instigated 1948/1967 wars.
10227| Palestinian right of return|premise|Israeli official sources, foreign press, and officials present at the time, and historians such as Joseph Schechtman have long claimed that the 1948 refugee crisis was instigated by the invading Arab armies, who ordered Palestinian civilians to evacuate the battle zone.
