topic_index	for_arguments	against_arguments
299		['a fetus is not an egg ']
299		['is an infant aware the same way you are aware ', 'is it aware of emotions like sorrow and grief ', 'does it know what year it is ']
299		['you should be a nice person to other people if you are supporting people to kill someone inside of you you are a monster ']
299		['you should be a nice person to other people if you are supporting people to kill someone nside of you you are a monster ']
299		['look people i do not even get why you should be killing people inside of you ']
299		['hillary clinton during the  presidential debate stated that we cannot be forcing women to give birth to children ', 'it is proven science that fetuses have beating hearts and are human which means killing them is called ', 'so know we are killing innocent children and the government is wasting peoples hard earned money on it ']
299		['unborn babies are still babies ']
299		['abortion is murder because scientifically these unborn babies are every bit alive they would be alive if they were prematurely born ']
299		['so take a side with me and say no to abortion ']
299		['so take a side with me and say no to abortion ']
299		['abortion can also be dangerous for mothers because there is a chance the doctor will mess it up and the mother would be harmed ']
299		['a lot of people call it abortion with babies and murder with adults but there is no difference they are both murder ', 'hello and thank you for the debate none of the examples you brought up were abortion ', 'i do not really understand your sentence about someone having to be born to die ']
299		['i hope that you will reconsider your standpoint for anyone that believes it is okay thank you for a good debate and please vote for the negative ', 'i would also like to point out that my opponent has not actually made a case for abortion but merely stated that abortion is better ', 'the real premise that all my arguments come down to is a living being is not anything else while it is in development ']
299		['but even then it is still a human it does not become a human after the premature period of development is done it is a human the whole time ']
301	['yo how you doing i liked taking a poo right now ']	
301	['you know what I am mean bro ']	
301	[]	
301	['may i point out that homework is bad so god is bad ']	
301		['so year do not mess with me or me ideas cus there like so totally righ ']
301		['I am like so totasly hot right now i could just go to yow house and put my waste ina yo mumma ']
301		['whatever it is it is up to the mother if she wants to do it and no one can say otherwise ']
301		['an hour of wolves and shattered shields when the age of men comes crashing down but it is not this day ', 'by all that you hold dear on this good earth i bid you stand men of the west ', 'a day may come when the courage of men fails when we forsake our friends and break all bonds of fellowship but it is not this day ']
302	['woah are you objectifying me ']	
302	['you are sexy ']	
302	['I am not here to debate something i did not sign up for ']	
302	['murder killing something living pro conceded that it is not living therefore it is not murder ']	
302	['why do you consider the fetus to be human ']	
302		['same to you ']
302		['yeah i guess you are right ']
302		['i guess you did technically answer the question of whether abortion is murder or not but that still does not prove that abortion is  okay ']
302		['the reason why i believe this is because it will develop into a human ']
302		['if you ask me denying life without consent in any way is murder ']
303	['this is passing into the realm of morality slightly with the question con has asked me and as a person who subscribes to secular humanism for morality i will try my best to answer cons question ', 'it is only going to add suffering due to the financial burden on their part as well as on the child for it may be neglected due to its parents having to work day and night to support it ', 'so aborting the baby is the equivalent of that as it relieves the mother and child of future stress and suffering and in both cases the baby would not be born anyway ', 'having the baby born would be punishing both the mother and the child as the mother has to spend time and money to raise the child while the child may not have a good childhood due to the mothers inability to take care of it sufficiently or as a single parent ', 'the main answer i would provide is that it causes pain and suffering to the babys family ']	
303	['there is no reason why a mother would abort a baby for no reason without the fathers approval unless she was raped ', 'pro is right when he says that unborn babies feel more pain than any of us would and that is exactly why doctors use anesthetics during abortions ', 'the whole purpose of anesthetics is to minimise or prevent pain from being felt which it does a good job of ', 'most abortions in the us are carried out are because the couple feel they cannot afford the baby the couple are concerned the baby will negatively affect their lives or that they are having trouble with their relationship and want to avoid single parenthood ', ' therefore my point stands that abortions can relieve couples of future suffering and problems if they think they cannot support the child ']	
303	['the person who is murdered could have had so much potential and could do so many things in his life and murder is essentially robbing him of his future ', 'if the fetus is less than  months old it is incapable of feeling pain and will not have to endure pain or suffering during the procedure ', 'considering that more than  of abortions occur before the fetus is  months old i think the pain that the fetus endures is irrelevant when discussing abortion ', 'first of all in some cases killing in some cases would be considered wrong due to the amount of pain it causes a point which pro raised ', 'if you think that murder is wrong because it denies an individuals potential or future then many other things are punishable ']	
303	['i look forward to pro starting the debate ']	
303		['abortion is always wrong because it takes a life a life that no one has the right to take ', 'adoption allows the mother to not have to raise a child and she would not have to carry the guilt of killing a baby for the rest of her life ', 'pro believes the choice to carry the baby for  months is better than killing a innocent life which is evil and irresponsible ', 'so con says that it is right to kill someone if they interfere with your life ', 'the mother can always give the baby up for adoption after birth ']
303		['imagine that a mother gives her  month old baby a drug so that the baby could not feel pain ', 'but i pro believe we should not punish a innocent baby for what it is father has done ', 'after the mother kills the baby she says that it could not feel pain since it could not feel pain it is nothing wrong with killing the baby ', 'con pointed out that if a woman has been raped she does not have to have the fathers permission to abort ', 'if you believe that the unborn baby is living off the mother you are correct ']
303		['after she kills the child she says she had the right to kill it because it could not feel pain and that it was her body even though it was not this is the same thing that is anyone that aborts a baby under  weeks is doing ', 'after  weeks the baby can feel pain this is confirmed by scientific studies the studies also say that the fetus may can feel pain more intense than after being born ', 'this is my argument of why we should not abort babies that may not can feel pain ', 'i disagree anesthetics may be given to the fetus but i believe it would not block the pain of being destroyed ', 'that a mother has the right to kill her baby even if it causes extreme pain to thebaby ']
303		['so science says that the baby in the womb can feel pain has a beating heart  months after conception looks like a baby so the fact is ', 'we all agree that a parent murdering their  year old is wrong and evil since the unborn is just as human as a  year old it is indeed just as wrong ', 'it would be sensible to say that abortion is the same as a person killing their  year old baby ']
303		['i believe abortion at anytime in a pregnancy is wrong and should be illegal ']
304	[]	
304	[]	
304	[]	
304		[]
304		[]
304		[]
304		[]
305	['the opposition has stated a belief and has used no facts analysis logic or basic reasoning to why you the readers should take on his point of view ', ' i brought up the negative impact that unsafe households have on children and here is an article from the daily mail which cites studies which clearly state there is a profound affect on children being in violent families finally a pro adoption page posted an opinion piece about why adoption and abortion are not related and should not be used as alternatives to the other ', 'i do not advocate for people to always get abortions i only advocate for the ability to consent about what they do once they are in this situation ', 'the second points purpose was to illustrate the idea that it is moral to have an abortion ', 'you did directly address my philosophical side of the argument by saying you do not believe in it ', 'my opponent claims that the first point is meaningless however what point is there to proving that an abortion is moral if i do not prove that there are reasons why people need it to be moral ', 'in fact peter signer actually mentions these group that fall under his theory and he supports the idea that they are not a person in that state ', 'the first point gives good reasons to why a potential parent should be given a choice based on the fact that this is a life changing event that some do not want forced onto them ', 'this is a great question and is the downfall of many people who are pro abortion supporters because they are unsure how to respond to this ', 'more methods need to be put in place to prevent this situation from occurring at all ', 'to be fair you did provide to analogies to where the theory would also apply but you did not provide any reasons to why these scenarios disprove the theory ', 'in stead of replying to that you claimed that i did not cite sources something you seem to believe is quite important ', 'women are not going out there to get an abortion for the sole purpose to kill a child there is a large decision making process ']	
305	['i did not mean that individual cases have separate consequences requirements only that the woman involved should be able at any time in the pregnancy to get an abortion with the advisory of a medical professional i only include them here for circumstances where the womans health might be at risk with it still being a morally just thing to do ', 'a child is a significant investment on behalf of the parents and therefore it is immoral to force women who do not want a child to take on that heavy burden ', 'if the potential parent feels they are not going to be a good parent for this child then why is it immoral to make sure they are not the parent to this child ', 'secondly the opposition claim that getting an abortion is bad for the mother because of emotional stress again this is something she will consent to and provides no reason why abortion should not be allowed ', 'if the parents want to have the child and give it away for adoption that is fine however if the mother thinks she will find it emotionally stressful and would rather an abortion she should be free to do just that ', 'this argument seeks to define what a human is and once we have a definition it can fuel further discussion over the ethics of abortions ', 'now of course all these will not apply to all women and of course people who want children take on these things voluntarily but think about someone who does not want to take on these extra challenges or someone who cannot afford it ', 'now stick with me for this one because it is the most controversial part of this debate and involves philosophy ', 'if my definition and analysis stands then we can conclude that it is moral to have an abortion as the foetus do not fulfill the requirements to be considered a human ', 'the opposition wishes to use the fact that abortions because emotional stress to mothers and doctors ', 'some pre rebuttal in the form as a point is that also the potential parent may not be okay with giving their child away ', 'having a child is not right for everyone and by taking this option to prioritise the potential parent over the child you can ruin lives of the parents and the the children ', 'to have dreams and ambitions is seen as something exclusively human and again it cannot be argued that a foetus posses this ability ']	
305	['my first argument will be centered around the profound affect that a pregnancy can have on a womans life and how this choice needs to be one of the people directly involved and anything other than that is imposing tough consequences on the woman herself and those loved ones ', 'first i want to establish that i will be focusing on the principle of abortion and thoroughly believe that the time when you can actually get an abortion should be decided by medical professionals and the women involved ', 'my second argument is philosophical and centered around what makes a human a person ']	
305		['sorry if you took that comment the wrong way but i do believe studies are quite important in this context ', 'i will admit in my previous response i deconstructed this poorly considering i as under heavy time constraints but now i can talk about this in more detail ', 'next you talk about how i fair to support my claim to why i believe the childs life should not end because of the parents ', 'considering i talked about your link to why a human and a person are not the same already i will supply an alternative definition ', 'you dedicated the first paragraph too talking about the cost of raising a child and about the costs presented ', 'so basically what i am trying to argue is that all human life is equal therefore a human should not have the choice too murder another human for their personal benefit ', 'i have already established the fact in my previous response that proves the child is in fact human and since this was not addressed in this response i assume we can agree on that ', 'i think morality is absolutely the overriding factor in this debate because it plays with life itself ', 'you argue that this is because this debate is not completely based on morality where i would argue that it is ']
305		['although i do not have time to supply evidence to this claim i can supply it next time as i know many examples of this happening but this consent argument is very strong the only problem is people on both parties often consent but then regret their decision later ', 'i will not bother responding to the rest of this point as i am pretty sure it is entirely based on who can win the second point please correct me if i am wrong ', 'while you use a very philosophical argument i would like to use science and then explain why your argument is not as credible ', 'if you do not think human life exists at fertilization please tell me where you think it begins and why ', 'there is no point in spending too much time on this as this point depends almost entirely on your second point so I will make it brief ', 'i also agree with your pre rebuttal both parties do have to have consent but sometimes the opportunity in the abortion industry does lure in doctors who later regret their decisions ', 'this is a very flawed analogy as it would mean people in comas are dead as well as people suffering from severe types of brain damage among many others ']
305		['i will also be examining ideas relating to morality such as the individuality of the fetus putting your own rights above others and the abortion industry as a whole which is completely immoral ', 'i am very interested in your second argument and thus will present the argument this is meant to rebut first ', 'i will be examining alternatives such as adoption as well as looking into the psychological stress and harm abortion can because the recipient the mother as well as the doctor ']
306	['if no health risk is presented by remaining pregnant and the pregnant woman is not heavily affected by tocophobia then giving the child to family you know that can afford it raise it want it and can be there for it is the better choice but not everybody knows someone like that ', 'i know several more that constnatly work to provide for their family because of the bad socio economic situation and i even know someone whose mother sold her  year old sister as a prostiute to help provide for the family ', 'abortion in either case would have been much more beneficial but now those six children need paid for and it will only be a vicious cycle especially since the mother got her daughters back after only  years of them being taken ', 'i am aware of such things however sometimes it is not feasible and nor is it always the best choice ', 'now it seems like my opponent is forgetting several points that i have made in my first round which i will point out later in this round first i will refute cons arguments ', 'a child is not a disease it lives it breathes it has a heartbeat actually for the first three weeks of pregnancy there is no heartbeat they do not breathe until their face hits air which is how water birthing works it will not breathe until the face hits air and for the first several weeks it is no better than any other std ', 'with all that said my personal experiences should not matter in coming up with a logical view based facts rather than personal history ', 'he has nowhere to go really and in a town that size there are not a lot of options ', 'keep in mind i said abortion can sometimes be the right choice not that is all of the time ', 'my aunt has had  misscaraiges and each one sent her into a state of pure depression ', 'and while we are talking about health what about a woman who becomes pregnant and during her pregnancy finds out she has aids and so her unborn child does too ']	
306	[' only if you happen to want a child can afford to care for it and are with someone that can help you to raise the child in the best possible way with no health problems nor outside financial time responsibilities ', ' of course even using protection such as the pill and a condom there is a risk of sexually transmitted diseases including pregnancy but as is with adverse effect they for the most part can be treated or else are being researched in how to treat it ', 'and that can be for many reasons such as having your life threatened the sheer embarrassment the way people think of you having to re live being violated often in front of many people and often more than once for months on end while the trial rages on and many other factors ', ' some potential parents would not want to put their children up for adoption for the reasons i listed above ', 'did you know that there is a clear alignment between children in foster care and adoption and likelihood of depression and suicide ', 'i understand that this is a very controversial topic and i hope that we can both remain civil and learn from this debate ', 'which is worse a parent looking into the facts and deciding that the least cruel way to deal with it is to stop it from ever suffering as in killing it before it can feel or forcing someone to go through years of being hurt alone betrayed potentially likely abused before likely killing themselves ']	
306	['let us say for instance someone is very spirtualistic and they belive that by having an abortion they send that childs soul to a time where it can be better cared for and live a better life than the one that can be provided or that suffering due to the mother having a very bad disease such as aids can be  eliminated by allowing that childs soul to go somewhere else without having to suffer the pain and the illness or the torture of everyday life for that child ', 'even judaism allows for birth control although they tend to not allow the use of condoms unless someone has an std the primary purpose of sex is to reinforce the loving marital bond between husband and wife ', ' plus sex is not made for enjoyment or to help with problems i would like to point out many things right here such as how the body is made for sexual plesure notably the female clitorus and breasts and how many people enjoy anal or oral sex far more than vaginal sex regardless of their sex or orientation which clearly shows that yes it is for pleasure every bit as much as a blueberry muffin is ', 'the only exception really is cannabis which is for the most part illegal in the united states while sex is legal for everyone over the age of consent in that state ', 'as for the health aspect it is noted that sex therapy has often been perscibed to people who suffer mental isses such as bi polar or depression as well as stress and for physical injuries as well ', ' as far as the points about helping the child later in life or how a short life is better than no life i disagree ', 'sex is natural child birth is natural but children are by far not the only reason people have sex nor is it why the vast majority of people have it ', 'while anecondal evidence may give in a factor it must also be presented with facts and statistics such as although i am lactose intolerant and cannot drink milk i understand that for the maority of people it is the way they obtain calcium ', 'it may not be what you or i believe but it may be true and it may be someone elses belief and so long as it is not actually harming anyone what right do we have to tell them they are wrong ']	
306		['true older parents do not live as long but there is always a better choice than death and as for physical effects if you are not willing to take some pain or die for your own blood that is pathetic ', 'now as for somebody not knowing someone you do not need to know someone go on line to find a group that will help you pick a family for your child before it is born and also spanking them or giving them shots or circumcised that helps them later in life it dose not end there life and people that have a tuff life enjoy life more when something good happens ', 'still i do not think kids should be having sex they have meds for stress and depression plus sex is not made for enjoyment or to help with problems its for reproduction between a man and a women for a child to be made and for nothing else ']
306		['now about you saying if a condom breaks there can be consequences like pregnancy and stds and how i would not wish for someone to have to keep an std if they did not have to your right i would not wish that on someone yet a child is not a disease it lives it breathes it has a heartbeat and if the parents are too poor or young or old or sick there are answers for all of those too young they should not be sleeping together too sick they should not be pregnant be because they should not be having sex and too poor or old adoption ', 'plus with abortion being only wrong if you are not blessed enough to be set up in a good environment to raise it in that is wrong I am a bastard child my self and i mean that in the since of my parents were not married when they had me but my mom was  and my dad was  and had just got out of the service neither had a job and they both came from a long line of alcoholics who made very little money most doing hard labor ', 'i have two friends that are twins that were adopted there parents had them young but went to the group and found a nice family to take them in that did not have kids and now they own one of the biggest swimming holes in the area make tons of money every summer they have a great life and are normal kids ']
306		['i believe abortion is wrong because abortion is not some women got raped or something and does not want to be reminded of it for nine months most of the time it is some one got pregnant and did not want to be so they kill the child for their mistake i wish a good debate to my opponent but i just do not see how you can agree with killing a child and taking it from its life just because the parents do not want it they are not disposable and abortion is not birth control and even if a women is raped its still going to effect her for the rest of her life anyway so why make the child suffer for a adults mistake and if the parents do not want it put it up for adoption abortion is pointless and unnecessary why take life from an unborn child for nothing ']
307	['on the other hand abortion to save mom is also a crucial issue ', 'the number of rape is huge in america as well as europe and asia ', 'in that case abortion may be necessary in advanced stage of cancer but if the option of abortion is taken altogether them mother will have no chance at all ']	
307	['the definition abortion is the act of removing a fetus out of womb ', 'if the fetus is considered a living being then it is a killing of life ', 'case b when it saves life abortion saves life in the following cases rape molestation critical medical condition when mothers life can be saved by removing fetus ']	
307	['so you agree that in the case when abortion can save moms life it should be allowed ', 'you have a boyfriend and out of passion on someday you two made out ', 'let us suppose that you are a girl like any other fun loving girl ', 'you and your lover have no source of income ', 'worse none of your family does not accept this relationship ']	
307	['elimination of abortion altogether is such a morality ']	
307		['there might be exceptions that are okay like rape or to save the mom but they are in the far minority so on balance it is better to put abortion in the wrong category ', 'later term there is no question you are killing a baby ', 'even if it was not a person it is still harming ones self and a living entity that is of human nature ']
307		['i personally say abortion should be legal but not punished before the point of fetal pain ']
307		['if you just think sometimes it should be allowed then we do not really disagree much and anything worth saying is probably just us talking past each other ']
308	['well hello everyone i believe that abortion is right because what if a women gets raped god for bid or purely gets pregnant and does not want the baby ']	
308		['well i was expacting a reply but it looks like i got none ']
308		['in fact there are people i know who have had abortions and i do not love them any less for it but when it comes right down to it it is still murder and weather you accept it or not it will not change the facts ', ' I would like to restate the fact that i hate abortion but if a woman was contemplating it then she should at least consult her partner first it would be messdup not to ', 'though i am not christian i respect and honor the christian beliefs and though i may not agree with all the catholic beliefs i do believe that abortion is wrong murder and whatever else you would like th call it but one thing is for sure it is not right ', 'that is like you and your girlfriend both bought a kitten together and she one day decides that she does not want it and kills it ', 'i mean come on what the hell would france be without the maid of lorane now do not get me wrong because i know I am kinda pushin the envelope a bit but you can understand my point right ', 'i believe its the womens choice to have a baby and abortion is not murder first of all I would like to state that it is not the right or desicion of the parents to decide wheather or not the the child of another lives or dies wheather that person is their child or not ', 'though i can never imagine the feeling that a pregnant woman has i can imagine its not that pleasant but I am more then sure that there are women who have been raped but still had their child ', 'abortion is something that only people of the  and  century have known but sexual assult has been going on forever ', 'rather then boil a culdron full of water once a month we can just hop in the shower every night and rather then have our children like real men and women like our ansestors we can just abort them ', 'now this is a pretty f dup scenario but that still does not make abortion right ', 'the only reason we can not handle things like this today is because we do not have to ']
309	['abortion is completely fine when you have the abortion the baby practically is not even alive so who cares also its the mums choice is it not and it is extremely scary and painful to have a bay personally if i got pregnant i would have the baby ']	
309		['the pain of losing a child may even be worst than the pain of birth ', 'it does matter if the father wants the child ', 'the mom can make choices that are not harmful ']
310	['ummmm that is not even a rebuttal that is just saying what we all already knew excluding of course the inaccuracy that this argument is not central to the debate ', 'finally i request that you make an argument next round so here are a few pre rebuttals  the woman could get hurt in an abortion this is literally a maternal health thing if you do not use this argument in your final round i am not saying you think this ', 'i never said you were against abortion because of painful death no claim was made ', 'no it is not a reward but if there will be an extremely poor quality of life making them be born would be a punishment ', 'would you like a drawn out ten year life of pain only then ending in death or would you rather not go through that ']	
310	['i will now rebut my opponents rebuttals for lack of arguments just rebuttals rebuttal to my opponents rebuttal  constitutionality ok first of all i was wrong about the constitution thing though i do believe that part of the declaration of independence was the principals on which are nation was founded on ipso facto they are also in the constitution and the articles of confederation no longer in use ', 'finally my opponent offers only a citation of my reason rebutted  to rebut reason rebutted  that is counterproductive to his winning the debate ', 'argument  round two partial rebuttal to my opponents rebuttal  my opponent argues that a fetus is alive when it needs to develop to fill the biological requirements ', 'rebuttal to my opponents rebuttal  poor quality of life so punishing them for a life mistake that could in turn ruin their lives ', 'rebuttal to my opponents rebuttal  murder there was no rebuttal here just pointing that out rebuttal to my opponents rebuttal  biblical because true it may say what my opponent says but the majority of abortions are from accidental pre marital sex pregnancies pre marital sex is unforgivable in the bible contradiction much ', 'a fetus can only feel pain after  weeks most abortions occur in the first  months  weeks ', 'rebuttal to my opponents rebuttal  protect the innocent i agree that is a different argument rebuttal to my opponents rebuttal  biological life depends on your opinion duh but fetuses as fetuses are biologically not alive ', 'argument  round two the world is getting close to overpopulation at least in respect to the water supply while abortion would help it would not help significantly every bit counts ', 'our nation is religiously free and our policy should reflect as such amendments  and  ']	
310	['if you are conservative against gun control and if you are also against abortion because we need to protect the innocent ', 'if a woman is raped and gets pregnant she should not have to bear that child as a constant reminder of that tragedy ', 'yes but if the parents do not tell them early it could be mentally scaring also if they do not get adopted they will go into the foster system or an orphanage not sure which of those two is worth ', 'it is murder is the killing taking of ones life another person or life form taking of ones life implies that the person must be alive ', 'i will start by debunking the most common arguments against abortion reason rebutted  ', 'if so why are you against gun control  or more of gun death in america are innocent children ', 'it is unconstitutional because of life liberty and the pursuit happiness the other ones liberty and the pursuit of happiness say that a person may do whatever they choose in the pursuit of happiness ']	
310		['constitutionality it is important to note that there is no right to an abortion anywhere in the constitution but there is an explicit right to life which can not be deprived without due process of law ', 'adult stem cellsit is true i did not rebuttal this un sourced point and it was because this point is irrelevant to the issue if abortion is ok just like saying we could mine the earth for coal but that is irrelevant to is mining ok ', 'hopefully to all those reading this debate will see how my opponent failed to argue and defend the position that the unborn were not human or not living therefore the unborn are living humans and deserve the equal protection for the right to life ', 'or if you disagree with public nudity do not get nude in public do not stop someone else i am not forcing anyone to get nude in public it should be the persons choice ', 'poor quality of lifemy opponent says well if the child is on the streets being too cold or too hot always wondering where your next meal would come from ', 'adoptionthat is all stuff that could happen but being adopted could benefit them by helping others find foster parents such as the case with dave thomas the founder of wendys ', 'orif you disagree with gun ownership do not get an gun do not stop someone else i am not forcing anyone to get an gun it should be the persons choice ', 'two my argument was comparing situations in which people choose for others such as killing an unborn due to poverty and killing a born due to poverty ', 'body autonomymy opponents has a strange claim here ', 'my opponent claims the spectrum argument is irrelevant because a child has the right to choose once they are born ', 'if you think this reasoning is valid then anything else that could be filled in there would be valid ']
310		['adult stem cellsonce again this argument comes back to if the unborn are living so i end this argument since it is not central to the question at hand whether abortion is ok but rather it is a result because if abortion is ok then fetal stem cells are fine to use ', 'i would like to ask how not giving the death penalty to them is a punishment and is terminating their life a reward ', 'firstly i never said the only question is if unborn fetuses are human but rather i said and i explained why this is true ', 'this just proves murder is illegal which i think we both agree is good that it is illegal but this does nothing to the central question if the unborn are living humans ', 'according to this logic a three year old would not be living either since it also can not reproduce ', 'however if abortion is not ok then fetal stem cells are not fine to use ', 'however i doubt anyone thinks a three year old is not living ', 'so if overpopulation makes abortion ok then with the same reasoning it would make genocide ok ', 'i did not include maternal health or protection of the innocent because we agreed on those points ']
310		['and it makes it clear in exodus    where it states if people are fighting and hit a pregnant woman and she gives birth prematurely but there is no serious injury the offender must be fined whatever the woman s husband demands and the court allows ', 'there is also a reference to the unborn in psalm   where it talks about seeing an unformed body ', 'if a problem arises such as a cancerous uterus then actions should be taken to eliminate the medical problem and if it results in the death of the unborn then it is tragic but it is not an abortion ', 'well i would like to point out that the phrase is not in the constitution but rather it is in the declaration of independence so this is not even a valid reason to rebuttal ', 'argument  abortion could save the life of the parent ', 'the unborn will try to achieve internal balance but it might be unstable but the process of stabilization is homeostasis which is there just like it is in each of the living cells that make up the unborn ', 'first my opponent claims since the early life can not survive outside of the womb makes in not a life ', 'let me ask this question should we allow the parent of a born human who was conceived in rape to kill their born child ', 'second should parents be able to kill their born children because they can not afford to take care of them ', 'at least adoption offers a chance for the person to have a life while abortion will make sure there is no chance for them ', 'with this proper understanding of what life it we can conclude that the unborn are living ', 'it is important to note that the true question here is are the unborn human because if they are not then they do not get human rights and abortion should be legal but if they are human then they deserve the human right to life like every other human ', 'to be murdered the unborn must first be alive which was confirmed in the last paragraph and must be human which is what i will cover here ']
311	['but at the same time abortion can be good depending on the reason ']	
311		['I am not entirely pro choice but i do believe that the mother has a right to decide who lives if her life is in danger ']
313	[]	
313		['the right to abortion is vital for gender equality banning abortion puts women at risk by forcing them to use illegal abortionists the right to abortion should be part of a portfolio of pregnancy rights that enables women to make a truly free choice whether to end a pregnancy these points just support my previous post ']
313		['i think abortion can help certian people out as many women in ledcs need to get an abortion to preserve their quality of life ']
313		['none of this introduction business let us just get down to the real stuff debating ']
314	['the fetus cannot felt pain for the first  weeks during its formation because its brain is un der developed ', 'they also report that around  of these rapes resulted in pregnancies that is about   pregnancies ', 'how does my opponent feel about abortions in the case of rape ', 'the rape abuse and incest national network reports that in     women were raped this of course applies only to reported rapes many rapes and other unwanted sexual advances go unreported ', 'it is even inaccurate to say that abortion kills a fetus because a fetus was never alive in the first place ', 'an organism without a heartbeat is considered not alive by most standards ', 'my opponent states that abortion is wrong because it ']	
314	['i will be arguing against the resolution abortion is wrong ']	
314	['he does not refute any of my points so we must conclude that he concedes all of them ']	
314	['what i meant was that if a child is not going to make it long enough to even experiance any sort of life if they are just going to be so seriously disabled and so seriouisly handicapped that they are completely unaware that there is a life to be lived ', 'so i reply if there is a minor chance that things will go wrong then i understand why people would opt for the chance to live but for me if a child was to be born and the chances were greater than  of him her not surviving the first week of it is life then its more or less going to happen can you tell me that doctors predictions are mostly wrong ', 'at what point do you feel life begins only when you have asked yourself that can you decide whether abortion before this point is murder or not ', ' the whole victim of childhood sexul abuse was misunderstood p i mean that a grown up woman was not ready to have a child as she had been sexually abused and she is emotionally unstable due to her horrific past ', 'it apllies to any situation he has to deal with not just the death of the mother this bit confused me because i was refering to the matyr as the mother who was giving up her life for the babies ', 'and one last thing does this mean to say that if you have explored every single possibility and every single angle of the problem issue and you have decided for abortion that is acceptable because you have followed what you said ', 'and the rape thing how could a woman be expected to go through  months of emotional turmoil constantly reminded of her terrifying and horrifying ordeal that she was victimised and unvoluntarly impregnated by a man whom she does not love ', 'the child may grow up guilty ashamed and unwanted as their father was a rapist and their mother a victimised weakling ', 'i know bad things happen and i know people live through them i know people get I will and recover but what are the chances of a day old baby pulling through brain damage or something ', 'you also said if that is the case then why not just kill everyone out on the streets who is living a healthy life ', 'but there is the chance of it going possitively as well ']	
314	['and I am not saying that any loving and caring mother out there would not die for their children but here maybe the fetus is only  weeks old can this technically be called a baby ', 'i am not saying that the disabled and handicapped cannot live a life but serious cases whereby the child would not have any sort of fulfilled life then i feel it is more human to let that child rest before any pain is felt at all ', 'i am not saying that we can predict the future but i also think that if a child is going to seriously suffer in life because of uncontroble things then it is less cruel to terminate it ', 'what i mean is if the child is going to be born and live for a week because its got this illness which is not curable is not it more cruel to make it live for that week of pain rather than having to go through the obvious emotional distress of an abortion ', 'yes i adoption is a choice and I am not saying that adopted children are not happy but there is always going to be something missing in their life some questions that cannot be answered like which could eat a child inside out ']	
314	[]	
314	[]	
314	['another round gone vote for the one still participating please ladies and gentlemen ']	
314	['my opponent forfeited this round if you are planning on voting you know what to do ']	
314	['it is true that if someone kills a woman intending to have a child then it is counted as a double homicide or in your description vehicular manslaughter ', 'there are some religions that claim a soul enters the embryo at conception a claim of which is unprovable and untestable ', 'i give the floor back to pro who will now bring new arguments to defend his point and may counter my arguments as well ', 'that means even if my heart lungs and liver could each save one person no one could touch my body ', 'killing the unborn child of a woman who had every intention of giving birth is considered murder because of the autonomous rights of the mother ', 'if we are going to use the law to influence our decisions i suppose i d claim that this supreme court case will trump any other law that might be used to counter my arguments ', 'up until a few decades ago women didn t have the right to vote or serve in the military ']	
314	['i will consider this my accepting statement and give pro the floor to make his case as to why abortion is wrong ']	
314		[]
314		['well abortion can kill many babies ']
314		[]
314		['i would argue for the childs in this case seeing as the mother has already lived and experienced life where as the baby did not even get that chance baby from beginning if you do not know this already you can research this ', 'the law prevents child abuse and just because the parents did not want the child and abuse him her does not mean that its right ', 'but that should not suggest that someone else can not care for the child ', 'when it comes down to abortion or the mothers life it is really just a matter of opinion of who is life would be more important in the situation ', 'to not let that child live because of his her fathers wrong doing ', 'noot that every persons decision is what should matter ', 'but at least he got to take the chance and let nature decide whether that child would die or not ', 'that is what i meant when i said the mother can survive  months of emotional turmoil ', 'sexually abused child again this is where adoption comes in ', 'this debate has been really fun thankyou for accepting it ', 'child abuse again as i have stated in the previous round abusive parenting is not an issue with abortion either ', 'the baby had that oppurtunity at having a life the second the mother was pregnant ', 'my opponent is saying that it is better just to let the child die than taking that  chance ', 'i know it was not the mother fault that she is pregnant ', 'what you are referring to in this case is what is called a a stillborn is a child who does not take in its surroundings or its life in any way ', 'and if the child dies the child dies and there is nothing anyone can do about it ', 'so is killing a child based off an indefinite source the right thing to do in this case ', 'and the child life is not going to be dramatically challenged to the point the death would be the answer ', 'it does not get a choice on whether it lives or dies and unlike the mother it does not get the chance to even attempt to live it is life ']
